label	text	
no-emotion	I was mowing the grass	
no-emotion	I drove my kids to school this morning	
no-emotion	The family cat died. Never been a pet fan, so didn't bother me at all	
no-emotion	Taking calls for work	
no-emotion	I felt ... when I was just chilling because there was nothing for me to do	
no-emotion	I went to the gym today	
no-emotion	Cleaning kitchen	
no-emotion	when i found out i needed an operation	
no-emotion	My father told me the person coming to fit his smart meter did not turn up at 8am this morning but arrived at 4pm	
no-emotion	My most recent journey on public transport	
no-emotion	I received top marks in my university course.	
no-emotion	I had an abortion at 16	
no-emotion	I felt ... when I lost our last district basketball game of the season which meant I would never play basketball again. I think this is because I didn't really care whether we won or lost or whether the season continued.	
no-emotion	made some tea because I do it so often I don't have ... to it I was just getting a drink	
no-emotion	I went to bed last night	
no-emotion	i took part in a first aid course at work	
no-emotion	i got a good mark back	
no-emotion	I was driving to collect my children from school. I felt quite detached, not really feeling .... I turned on the radio and cycled through the stations but nothing illicited a response so I turned it back off.	
no-emotion	I felt ... when I went to my college's health center for a physical with a nurse practitioner I met for the first time that day.	
no-emotion	I relaxed at home today	
no-emotion	when I saw my ex boyfriend over it.	
no-emotion	I was folding laundry last week.	
no-emotion	I stood for 30 minutes doing the ironing	
no-emotion	I was completing surveys on prolific	
no-emotion	when getting my roof inspected for storm or wind damage.	
no-emotion	Having my Covid-19 jab, because it was something that needed to be done. Felt I couldn't have ... about this	
no-emotion	My dad tried to come back I think my life after 18 years	
no-emotion	Listening to music	
no-emotion	I got my covid booster as the process was really smooth and quick	
no-emotion	Cleaning out my pet rats	
no-emotion	i take the tram to go places	
no-emotion	meeting two new people at a recent wedding	
no-emotion	I rewatch tv shows	
no-emotion	I went to see a new car	
no-emotion	my friend got bitten by a cat and may have had rabies but chances were extremely low. she told me, i didn't really care until the results were back the following week.	
no-emotion	I attended a football match with my son and the home team that we were 'supporting' won but I am not interested in football and it didn't affect me that they won.	
no-emotion	I felt ... when a relative of mine moved away because I am not close with them.	
no-emotion	On my birthday because I did not feel happy	
no-emotion	I ran into an ex boyfriend when out shopping. It was strange because it was somebody I liked in the past but I just felt ...	
no-emotion	When I found out a colleague was fired	
no-emotion	My husband talks about his business, which is also his hobby, model trains.	
no-emotion	Driving to work.	
no-emotion	someone crashed into the back of my car. It was the third time it had happened with this car and it felt inevitable.	
no-emotion	When a student told me to ‘fuck off’ to my face	
no-emotion	I lit a candle while I was studying for an exam	
no-emotion	I was attending therapy and my therapist was talking a lot about something I only kind of cared about.	
no-emotion	driving to our holiday down in england	
no-emotion	I made pasta for my tea	
no-emotion	washing up after dinner	
no-emotion	after I got my covid vaccine, I was incredibly tired and spent most of the day in bed	
no-emotion	I was doing the washing because I was really just focused on this mundane task and not using my brain for anything else	
no-emotion	Breaking up with my partner	
no-emotion	Someone knocked at the door and gave me a parcel	
no-emotion	Splitting up with my partner as I didn’t have ... any more because of the way they had treated me in the past. Because of this I was numb to the pain and felt ...	
no-emotion	I went for a blood test today. I believe this is because I have this blood test carried out regularly and I've become so used to it. Nothing new ever happens at the test appointment and I don't expect anything new to happen.	
no-emotion	saw a house come back on the market which I had seen a while ago	
no-emotion	when I drove to school because it was a regular day and there were no distinct thoughts on my mind.	
no-emotion	Puting away the washing that had been hanging up to dry. I was in no rush and it wasn’t too taxing.	
no-emotion	I felt ... when completing a regular household chore as it was a regular and necessary task and not emotionally provoking	
no-emotion	I felt ... when I went to pick up my grandad with my mum from the hospital and then drive him home. Mum was the one driving and I was in the back seat minding my own business. We then drove him to his house and dropped him off.	
no-emotion	I felt ... when I failed a test in my college class.	
no-emotion	I FELT ... when I finally left my longest standing job	
no-emotion	My GCSE maths result - I didn’t study for it and remember when I got my result - C. I felt ... to it, so I wasn’t upset or angry at myself, not was i pleased with myself. I think due to me telling myself i would be rewarded by the effort that i put in so no one to blame but myself	
no-emotion	watching tv, in a stare, not realising I am zoned out	
no-emotion	I had my covid vaccine	
no-emotion	Kids knocking our door for trick or treat	
no-emotion	I was informed of our company wide bonus, most people were upset and felt entitled to more. I have come to expect this of my company and so felt ....	
no-emotion	I was helping my dad paint a fence in my nan's garden and I looked at the wall of the shed. I thouhgt that I would try to remember this boring event forever. It seemed I did.	
no-emotion	I was putting away the groceries after going shopping. It was a very monotonous task and my mind went to autopilot. I knew where everything went already, as I have put the same items there before, so it seemed to have been second nature to do so.	
no-emotion	I found out my biological father had died	
no-emotion	Sitting on the bus back from work	
no-emotion	When my train was delayed for my morning commute last week because I do not particularly like my job so i was not annoyed nor relieved	
no-emotion	handing in my notice to my old boss. I thought I would feel really good, or would get a rush of adrenaline, but it was really just a build up to .... I felt a little underwhelmed, but mostly very ....	
no-emotion	I left school because it was an unhappy place for me.	
no-emotion	driving to my boyfriends house as its a regular route	
no-emotion	cleaning my aquarium because it was not an ... task. it was the same actions.	
no-emotion	I felt ... when I have had to have a rude/annoying customer removed from my work	
no-emotion	I started online dating	
no-emotion	I broke up with my ex. I had caught her in three different occasions with a particular guy. So, i was already expecting another cheating event from her. I tried to feel anger but the more I felt virtually ....	
pride	I see my kids reach their goals, improve skills	
pride	i won a national award for the hard work i put in as a volunteer	
pride	I gave birth to healthy twins	
pride	I baked a delicious strawberry cobbler.	
pride	I won two gold medals at the world kickboxing championships.	
pride	I won a retail business case competition with a few friends at my University despite thinking we wouldn't stand a chance. Some large companies came to the school looking for students to solve their problems. Our team made it through to the final round despite my fear of doing presentations. When we won I felt immense .... We didn't even expect to make it through the first round and we beat out some very professional teams.	
pride	I completed a mixed-media collage art piece and entered it into an auction. I love how the piece turned out, and I ended up making $25 CAD on it!	
pride	when I told my parents about my evaluation of clinical performance on placement as I achieved credit with distinction (indicating very high performance)	
pride	... in baking a cake for my father and he liked it.	
pride	I passed my driving test	
pride	I won a creative writing class competition, after thinking my story hadn't made the grade as it hadn't been mentioned once by the tutor...until she announced the winner.	
pride	I finished an embroidery piece as a gift for my brother-in-law	
pride	I asked a guest speaker a question at a lecture	
pride	My partner was accepted for a job because she worked really hard to get it	
pride	I submitted my Masters thesis	
pride	I graduated from University with a Masters Degree	
pride	I saw the new house my dad had and it was really beautiful and I was ...	
pride	I bowled two people out during the final over of my cricket game to win the final.	
pride	when i received my degree results and got a 2:1.	
pride	because I get to answer emails at work and I'm good at it, and better at it than others. I answer lots of emails and always have people who are happy for my help. I've had to correct/help coworkers before and it makes me feel ... to know more than them.	
pride	Earning my driving license.	
pride	I felt ... when someone that I did not know personally bought an art piece I created	
pride	my niece came out to me and told me she had a girlfriend before she told anyone else.	
pride	I finished my last ALevel exam	
pride	my dog followed a command from a distance of 12 feet.	
pride	I achieved a distinction in my apprenticeship.	
pride	I found out that I would be graduating from my university with the highest honors of summa cum laude	
pride	I was awarded a prestigious customer service award at work for going above and beyond, it came with a substantial prize	
pride	I felt ... when I received a rare award from my organization because I felt like I was valued and that made me take more ... in my work.	
pride	When I got a promotion at work	
pride	I received the letter my daughter's school sent her with her time and date for her Kindergarten orientation next week.	
pride	my daughter wanted to actively join in an protest and make sure her voice was heard.	
pride	Hit a home run in kickball because everyone was cheering for me.	
pride	I stopped talking to the guy I was dating because I realized that he wasn't good for me. I was ok with being single rather than staying with someone that wasn't treating me well.	
pride	I felt ... when I found out my leaving cert results because they were better than I expected and I knew I worked hard.	
pride	I felt ... when I graduated from my bachelors of engineering because I nearly failed out in first year then graduated with a 4.0.	
pride	Finished my exams	
pride	I made a good choice to separate from a partner who wronged me, rather than try to work it out.	
pride	I passed my A level exams and got into my top university	
pride	I managed to get an exemption to enter Australia this year.	
pride	I felt ... the day I decided to move back to my home country, it was a hard decision for me because I was engaged to someone in a different country who was not willing to move.	
pride	A tradesman thought the wood work I had done was done by an actual joiner, and was really impressed	
pride	i passed my driving test and bought a car	
pride	I was awarded a student sponsorship by the company I worked for during summer because it provided with proof that I had made a good impression at the company.	
pride	I got the first job I applied for after reeducating after being unemployed for several years.	
pride	visiting and elderly lady who was feeling lonely.	
pride	I was in my improv class and we did this really good scene where I took the lead. We were on an imaginary ship, and I jumped into the water to find a lost lifeboat, was swimming around and then there was something in the water (all pretending of course). It was a really good scene and once we finished it, we got a big clap and good feedback and I felt ... about it for a little bit. Other emotions came later, but it felt good to have been good at something and to have enjoyed it and finally feel like I was getting involved in my calling.	
pride	I competed figure skating nationals.	
pride	I felt ... the time I  redid my backyard so that now we have a perfect area to relax/cookout/have guests over in.	
pride	My dad got his mbe	
pride	I felt ... when I completed my degree because it was a massive accomplishment	
pride	I felt ... when I finished my masters program recently. I just had my last day of working with clients in my practicum placement and I received positive feedback about my ability to help my clients and it made me feel very ... about the work I have worked so hard to accomplish.	
pride	I got under 100 pounds weight lost (again!)	
pride	when my nephew took his first steps	
pride	My Shriner Mule Train parade unit was selected to lead the large community parade	
pride	I felt ... when my little brother made himself breakfast because I taught him how to make scrambled eggs.	
pride	When my daughter learnt to write her name	
pride	When I finally finished my university degree to become a nurse after dropping out of my initial degree and being at uni for 6 degrees.Putting on my nursing uniform after 3 years of studying made me feel so ... of myself, especially considering my final year was during Covid	
pride	I got an amazing job that was fairly competitive	
pride	when I did my first driving lesson	
pride	my dog was able to stay at home by himself without destroying anything	
pride	Investing 5 grand	
pride	I felt ... when I announced that I accepted a new job.	
pride	i felt ... when he asked me to apologize	
pride	I felt ... when I caught mackerel whilst feather fishing because I had been waiting for a while and hooked 5 at the same time.	
pride	got high A's in all of my classes for the semester and got on deans list	
pride	I’ve spent a week with my family including 4 Grandchildren	
pride	Completed my PhD	
pride	I remember feeling ... when I was able to get out of high school early and begin taking college classes. I felt an immense amount of ... at my accomplishment, I did not believe I would be able to do it.	
pride	I felt ... when I got into my school	
pride	"""I finally successfully """"cycled"""" my aquarium. I have a learning disability and I have put blood sweat and tears into the process of """"cycling"""". It is a scientific process involving the nitrogen cycle and it took me a year of research as well as trial and error to fully understand it. That first time when I checked my water levels and the test readings came back perfect I was absolutely overwhelmed with ... in myself. I've never taught myself and completed a task pertaining to science completely on my own (outside of school when I was younger). I was so ... of myself I broke down crying and called my dad to celebrate."""	
pride	I got my first job out of school	
pride	I was made a NASA citizen scientist for my astrophotography	
pride	I was selected for a rep football side.	
pride	I felt ... when I got through a stage in a recruitment process because I have a sense of accomplishment.	
pride	I felt ... when my sister graduated from nursing as being related to her was something I felt ... of.	
pride	My daughter received her University degree	
pride	i felt ... talking to him	
pride	I graduated from university with a Bachelors degree because it took a long time and a lot of hard work to achieve.	
pride	I completed my degree in university	
pride	I see my oldest daughter spending time with her younger siblings.	
pride	I get an A in a class.	
pride	I graduated with my associates degree in psychology.	
pride	I excelled in my career	
pride	I graduated from University	
pride	I felt ... because I made my own hookah for cooling vaporized hash oil.	
pride	my daughter did great in her GCSE's	
pride	my boss thanked me for my work and appreciated what I contributed to the team	
pride	I felt ... when I achieved 5000 sales in the shop I created.	
pride	when I got a first class honours in my uni exams	
pride	Watching my son walk into primary school for his first day in big school.	
pride	I felt ... when I received placement on Deans Honour roll at my university for the first time.	
pride	I bought my house	
pride	I had my first kid	
pride	I felt ... when I landed my first vending machine location because I set out to do something and I accomplished it.	
pride	I went to view my new university accomidation	
pride	Whenever someone punches my ego	
pride	When my son was born	
pride	I felt ... when three runners from my country won 1st, 2nd, and 3rd place at the Olympics, it made me feel great to be identified with them.	
pride	when, at work, callers would specifically request to talk to me for assistance.	
pride	My daughter received an award at school.	
pride	I helped my mum shopping because she enjoys company.	
pride	I obtained my high school diploma.	
pride	I did well on my test that I worked hard for	
pride	Decorating my first flat by myself	
pride	I first overcame my fear of rides	
pride	I felt ... when my son learnt to speak as he was speech delayed.	
pride	I won man of the match	
pride	I got a new job that took many interviews and skill.	
pride	I felt ... the day I decided to start working for myself, because it was a decision I was unsure about. The consequences were unknown.	
pride	I got a new job at a higher level and pay than previously.	
pride	when my daughter graduated from high school	
pride	I got accepted to my university program	
pride	I surfed one of my biggest waves of my life	
pride	I was accepted onto my university course	
pride	I felt ... when I got the chance to perform at Disney World.	
pride	Presented with a long service award for volunteering	
pride	my daughter handed her ice cream to her little brother who had dropped his ice cream on the ground outside and started to cry. She handed him her ice cream to stop him crying.	
pride	When we won a war.	
pride	when I beat my friend at chess on the first try.	
pride	I felt ... when I taught my first yoga class after graduating.	
pride	i exclusively breastfed my son for 8 weeks, even though he had a severe tongue tie.	
pride	I felt ... when I got a promotion	
pride	I felt ... when I led my workforce to an important event and my boss told me I did a great job at it. It was nice to be appreciated.	
pride	I felt ... when my wife gave birth because I had a new baby	
pride	I felt ... when I realised I had overcome my addiction to drugs. I had spent 2 years with a class A drug addiction. I had tried to stop many times but always failed. I finally removed myself from the influences around me and went through weeks of withdrawls, and months of depression but I stayed the course. It was the hardest thing I have ever had to do in my life. About 6 months later I was going for a walk and I realised that I had gotten through the worst of it and I had stayed clean and looking back at all the pain and suffering I had gone through to get clean, I felt such a sense of ... that I had been strong enough to do it on my own without any help from anyone.	
pride	My boyfriend got promoted at work	
pride	I got the job I wanted	
pride	I won the premier league on football manager with a team i took from division 4 in portugal	
pride	I felt ... because my boyfriend has stuck through his apprenticeship and come out the other end as a barber	
pride	My son walked up into his school for the first time without my holding his hand.	
pride	when my little sister received straight A's last semester.	
pride	I was accepted into a Ph.D. program	
pride	I finished a book I was preparing for several years and it was published with a leading publisher.	
pride	I felt ... when I taught my little sister how to ride a bike.	
pride	I felt ... when I performed well at a specific game in front of people I care about	
pride	I bought my car recently	
pride	I got the job I currently have. I worked hard to get it and experienced several set backs. However I did not give up and worked even harder to achieve my goal.	
pride	I felt ... when I completed my first half marathon.	
pride	I felt ... when my team and I brought in a major client for construction to the organization. The news was well received by the whole company and we got a lot of recognition and credit for our hard work.	
pride	I felt ... when I qualified for two finals at my sports day as I had never achieved this before.	
pride	I felt ... when, after completing a programming bootcamp, I was chosen by the bootcamp to be put forward for an interview at a major marketing company for a web-development job. I didn't have a degree in computer science, so I worked very hard to learn programming during the 6-month program, so to be one of the 5 people out of more than a hundred to get a shot to represent the program and get a real programming job made me extremely ....	
pride	I passed my university exams	
pride	an essay that I wrote for a class was personally chosen as an example for other students	
pride	I felt ... when I was able to stand up to my toxic boss and quit my job.	
pride	i met my husband	
pride	I felt ... when I came out as gay to my friends and family	
pride	I felt ... when I got my first apartment and was able to buy my own furniture.	
pride	I made it to semi finals at nationals	
pride	My fiancée said yes to wed me	
pride	I recieved an almost perfect grade on a group final essay project I worked really hard on, in an upper level psychology course that I took during my first semester of college. In the comments, my professor said the section I wrote in particular was one of the best pieces of writing she had read all semester, which was really cool to hear since she has a lot of students, most of whom are upperclassmen.	
pride	I got invited to join the golden keys honour society for my university	
pride	my peers admired my artwork.	
pride	I completed a large project at work that got recognized in front of my colleagues	
pride	when i had my first breakup ,i had so many reasons to be ... cause i didnt what to look weak begging for her attention, so my ... was in my way	
pride	My daughter was accepted into Cambridge university	
pride	when my friend told me that I inspire her because I am happy doing my own things such as, painting, reading, exercising etc.	
pride	I traveled across the world on my own for the first time.	
pride	When I was accepted by everyone when I came out as a lesbian	
pride	I got an A on an important project for my class, one that a lot of my other classmates did poorly on.	
pride	I felt ... when I finished my first novel, and gave it to people in my life to read	
pride	I felt ... when I was praised by my Arabic teacher for being a good student and a fast learner.	
pride	hit my first home run	
pride	I found out I got hired to work at a company that aligns well with my personal values.	
pride	I felt ... when I completed a drawing and my art instructor complimented my skill and attention to detail	
pride	I felt ... when I sold one of my original paintings.	
pride	I received a grant for college.	
pride	When I finished my body of work for graduation	
pride	When receiving exam results	
pride	I felt ... when my friends and acquaintances complimented my long-term relationship with my boyfriend. It felt good receiving that type of (positive) attention and  also boosted my ... a bit for being able to have my first relationship last so long. For reference, my boyfriend and I are both 21 and have been dating for over 6.5 years.	
pride	When I completed my first sprint triathlon	
pride	I felt ... when I was hired at my current job. I was still finishing up my last semester in college when I had my interview, and this was one of the first interviews I went on. When I learned that I got the job I was so ... of myself that I can found a job in my field quickly, and even before I had officially graduated college. I was so ... and happy that I cried.	
pride	I got an email saying I was considered a high achieving student at my university and should consider enrolling in an honours program.	
pride	It was summer 2010, I just came back to Canada from living in Paraguay over the last 8 years. These were during the World Cup event, and team Paraguay made it the farthest it's ever been in its history. I was watching the Paraguay-Italy game with other Paraguayan expats. I remember the distinct feelings of ... that overwhelmed me throughout that day of that very important game.	
pride	I fixed the heating element on my oven when it broke because my partner said he couldn’t do it and we need to hire an electrician. I saved us a lot of money and felt accomplished for doing the task on my own.	
pride	I felt ... when I graduated from college	
pride	after giving up swimming at age 13 I trained hard for three weeks and at age 18 swam a mile and a half unassisted across a lake.	
pride	I retained all PT employees after a location closure at my company.	
pride	I walked onto the stage to collect my masters diploma. I was being awarded a distinction with honours	
pride	I felt a feeling of ... when I seen my girlfriend graduate because I had never been in this situation before and felt ... to have her	
pride	I was able to beat a good friend at a chess game, which he bragged he was better at than me.	
pride	I felt ... when I was giving a role in my work. I work very hard and to be recognised for the work I do gave me alot of ..., and I take ... in what I do	
pride	Wizkid sold out three shows at the O2	
pride	I finished my big digital sculpt and my teacher praised it	
pride	When my fiancée got promoted	
pride	I was at gay pride in manchester	
pride	Someone compliments my writing. I often feel insecure about my ability and it helps bolster my confidence.	
pride	I helped out a friend in need	
pride	I was given special award pf excellence at work as the most the most enterprising female. I was really ... of myself.	
pride	I felt ... when my oldest child stole the basketball from a member of the opposing team. I couldn't stop smiling and cheering them on! I was so happy for them because they were super shy and reserved.	
pride	My children gained a qualification from home learning and we attended a presentation at a local university for them to collect the awards.	
pride	I felt ... when I was in full time employment and was pregnant with my second child, whilst in comprehensive school I did not achieve a C grade GCSE maths result and this was something that I had always wanted to get. So whilst pregnant I attended night school for a whole year whilst pregnant and then took the exam 6 weeks before i was due to give birth. I am pleased to say that I finally got my C grade and this filled me with a huge amount of ... that I myself had worked so hard for and achieved from my own efforts.	
pride	I got my new job	
pride	I felt ... when I went for a job interview and was offered 2 different positions on the spot.	
pride	When I completed a skydive because I never thought I would do it	
pride	When I qualified as a solicitor	
pride	I felt ... when my brother said he was proud of me	
pride	i felt ... when i saw shang chi because i could resonate with the chinese culture on the big screen.	
pride	Got a promotion	
pride	I participated in a pride event with my gay friend	
pride	When my sons band played on the radio	
pride	I completed a text based online banking simulation using Java programming language.  It was connected to a free online database, so that users who downloaded the program could sign up if they were a first time user or login if they were a returning user.  They could make fake transactions such as withdrawals, deposits, and update their account information, and it would all be stored in a persistent database the next time they decided to log in.  It was just a personal project to learn Java and SQL, but it took me a pretty long time.  There was a lot to learn and a lot of kinks to work out, but I was pretty ... that I created something like that once I was done.	
pride	winning a magic the gathering card game on a video game called MTG ARENA	
pride	When I bought my dream home, I grew up in a small home with a hard working single mum and never thought I'd be in a position where I could buy such a big and beautiful home, I feel very ... of how far I've come	
pride	I felt ... when I drove my car home from the dealership by myself.	
pride	I saved £1000 myself for the first time get after always having budgeting and financial issues	
pride	I felt ... when I got a promotion in work because I had been working hard towards it	
pride	I bought my first house	
pride	I completed altering a dress.	
pride	I achieved an award for Personal Excellence at college.	
pride	I found a creative outlet for my ideas and was able to create something I enjoyed through it	
pride	I felt ... when I was able to get out of my toxic household because I was finally given a sense of relief and freedom. I was now living for myself and focusing on me.	
pride	I accomplished a difficult presentation on my own	
pride	I felt ... when the Stray Kids (k-pop boy group) won a reality competition show called ‘Kingdom’, where they had to compete against five other k-pop boy groups to win the title of ‘Kings’ in the competition.	
pride	I felt ... when i won gold at a dance competition	
pride	I felt ... when I was able to complete a task at work which a Co worker told me I wouldn't be able to do	
pride	My daughter started to walk	
pride	I felt ... when my best friend came out to me	
pride	"""I felt ... when I was at a track and field meet in 5th grade. I was running the 100m, and all of the girls I was competing against were much taller than me. They all said to me """"you're not going to win. You're too short. Short people are not fast."""" Anyway, I ended up absolutely SMOKING all of them and getting first place. They all looked at me in such disbelief. It was awesome."""	
pride	I felt ... when at my job as a tour guide, the random strangers who sign up tell me that I do a good job, or that I seem like a natural, or that they have had a good time. Also I feel ... when I get tipped for a job well done, because that proves I really did a good job.	
pride	I won an award for my university work	
pride	When I has paid off 2 of my loans. Unfortunately I had gotten myself into some debt and after having family help me out I have cut back on things and saved up to repay one off myself and now I only have one loan to pay and concentrate on paying family hence me doing these surveys which help a lot.	
pride	I was able to over achieve target at work and it meant that my region was able to hit higher for their yearly figures.	
pride	I saw a player achieve a medal, and I’d played a part in that	
pride	I felt ... when I tried on a size 14 jacket and it fit my body perfectly	
pride	I felt ... when my son started smiling	
pride	I felt ... when I received a call for a job interview at the Blue Man Theater group at the Luxor Resort in Las Vegas after submitting it twice with 2 different resumes.	
pride	I felt ... when I completed Highschool because my parents did not get the chance to.	
pride	I felt ... when I successfully completed my first week of college without a hitch.	
pride	I received rookie of the year during the first year at my job	
pride	I won my first competition	
pride	I felt ... when I ran a marathon at a decent pace and finished the race in a good place	
pride	I got my first freelance client	
pride	I received the news that I had been successful in a job interview.	
pride	I was selected to participate in helping students with organic chemistry.	
pride	I took ... in my appearance for the first time in ages	
pride	I watched my child perform in a dance show	
pride	i felt ... when my niece said my name for the first time.	
pride	My brother got into university because he struggled at first	
pride	Watching my junior sports team that I coach compete and win at a cheerleading competition	
pride	I felt ... when my phone bill was wrong but I phoned the company myself to get it fixed to the proper amount	
pride	I felt ... when I accomplish my goals through a team effort. I take part in team sports and have a pivotal role in success, and being able to do my job and make my team proud of me gives me a strong sense of ....	
pride	I graduated from university	
pride	I passed my driving test	
pride	I graduated uni	
pride	I graduated from my degree	
pride	My friend got her dream job, but 250 miles away which will be hard on me, so partially mixed emotions.	
pride	I felt ... when I got my university results especially, in the ones I found hardest. One of the last essays that I had written was extremely hard. It led me to believe  that I failed that assignment so when I received the high grade I felt immense ... in myself.	
pride	I felt ... when my father showed me pictures of my great-grandfather while explaining his journey and immigration story as well as detailing his military service.	
pride	When I received my degree in the award ceremony.	
pride	I beat somebody in a fight	
pride	My mum said what a good boy my doggy is	
pride	I completed an acrylic portrait of worked on for several days	
pride	I assisted a group of teenagers with learning how to put up a military tent/learn camping skills. Seeing them enjoy the experience and learn important life skills was great.	
pride	my daughters end of year report came through during the pandemic and she was doing so well despite the difficulties and challengings during homeschooling with us all working full time from home and her being an only child.	
pride	I felt ... when I spent my summer volunteering at the local SPCA.  I was responsible for cleaning out empty animal carriers, cages, things of that nature.  I felt ... because I knew what I was doing would help out innocent cats and dogs find a home for themselves.	
pride	I received my results from completing my undergraduate degree in psychology. This was very emotional for me as I had a really hard final hear mentally and physically and I was really worried about what my result would be and had been having very bad panic attacks and migraines. When I got my result (a 2:1!) I was so ... of myself that I cried!	
pride	My youngest son achieved his black belt in karate at the age of 11. I was bursting when ... when he achieved it. He work long and hard for it.	
pride	I felt ... when I received my perfect college grades	
pride	When I helped a family overcome some stress	
pride	I felt ... when I marched in Sydney's mardi gras parade	
pride	I felt ... when I completed my work better than anyone else in my workplace, knowing that  I did a really good job and produced the best work I could.	
pride	I graduated from university	
pride	I was first in my immediate family to get a Masters degree	
pride	I won prizes at school for being best in my year for several subjects.	
pride	I had set myself a practical and emotional challenge of cycling 1000 miles during the last lockdown	
pride	on A-Level results day as I achieved great results. I was also happy as I was able to speak with my old teachers who I hadn't seen for a couple of months.	
pride	I felt ... when my children were born.	
pride	completed my bachelors degree	
pride	I felt ... when my son got all As in school	
pride	My daughter was chosen to be a narrator in her first school concert. I’ve never felt so much ....	
pride	When I took my daughter to an indoor climbing wall. She's only 4, but she's so confident and keen and I love to encourage her activities that she enjoys	
pride	Got a really good grade on my accounting exam that i studied for a worked hard on. I remember getting the exam score back in my accounting class, and feeling like I was the best student ever. After, I told my roommates and they were proud of me as well	
pride	When my daughter graduated	
pride	I can still remember vividly the day i went to my friend birthday party, the way my friends welcome me I felt honored and walk in with full of ..., I gave him the present I brought for him and I left the party after some minutes	
pride	I am ... of my D&D campaigns. Between myself and my friends, I am the dungeon master and designer of our tabletop games. I am ... my players enjoyed my work, they invest in the plots, feel emotion from the music and events and that they enjoy our shared story adventures	
pride	I won a championship with my friend Floyd in rowing	
pride	my daughter taught herself to write her own name.	
pride	My son behaved well at the park. He shared his ball and snacks and played well with the other kids. I felt ... of him	
pride	My son dis a poo in the potty by himself for the first time	
pride	Finishing my second degree	
pride	graduating from my undergrad	
pride	I gave birth to my daughter and she was perfectly healthy and beautiful.	
pride	I felt ... when my daughter was chosen as student of the month.	
pride	i received my GCSE results.	
pride	My child read his school book well to me	
pride	my boyfriend passed his drivers test on the first time and was able to get affordable car insurance	
pride	I served an ace in tennis	
pride	An art piece I produced was auctioned off for charity and raised a good sum for the cause	
pride	when my girlfriend graduated college	
pride	i got accepted into university	
pride	I graduated High School.  I slacked off a lot in my earlier years of school, making my senior year very difficult and stressful as I was unsure of whether or not I would have the sufficient credits for graduation.  I had to put in many extra hours and late nights, but it had all paid off.  I ended up just meeting the requirements, and graduated with honours.  I felt so much ... in myself for being able to overcome my past mistakes and make something of myself.	
pride	My son was potty trained	
pride	When my partner was offered a job. After over a year of applying through the pandemic, she was struggling a lot with self worth. But finally seeing that hard work pay off and how happy she was filled me with a lot of ....	
pride	my son was born because we didn't think we could have children.	
pride	my daughter learning to ride her bike	
pride	I completed a 26 mile walk for charity	
pride	My 18yr old son who has autism got his first job, he did an amazing interview and it’s given him a huge confidence boost.	
pride	my autistic daughter got an unconditional offer for college, because she's had such a hard time at high school.	
pride	I was at work and I received a phone call from a university lecturer who told me I had been nominated for (and won) two prizes for my BSc, the BPS Undergraduate award and the Faculty Award.  I had had a difficult year completing the final year of my degree in covid-times and I was a mature student who had never studies at degree level before, and so I felt immense ... that my efforts had been noticed and appreciated.  I have never won an award before.	
pride	At work by helping others and providing a good experience	
pride	i got my first ever job	
pride	I felt ... when I graduated the  best student in my class	
pride	when I graduated from college.	
pride	my band got signed to a label run by an artist i admire	
pride	the event was successful	
pride	I got my mother to eat and move a bit after her stroke, when doctors said it would never happen.	
pride	I felt ... when I got accepted into a good University	
pride	I felt ... when my step son started school	
pride	My son obtained his master's degree	
pride	I cleaned mum in laws paving block driveway	
pride	My daughter received an award at school for her Math improvement that school year.  She found the subject very very difficult but I hired a tutor and she improved so much.  I was very emotional when she was called on the stage to receive her award in front of the school. and so very ... as she had worked so hard	
pride	When I gotMy recent job promotion	
pride	I graduated from university	
pride	I received my GCSE results	
pride	When my community gardening group held an open day to open up the allotment which we had been working on together for a year.	
pride	I came out to my parents	
pride	my 4 year old daughter swam with no arm bands	
pride	WHEN I WENT AND GOT MY G.E,D.	
pride	my son started mainstream school three weeks ago (he is diagnosed as autistic) and he went in happily, he had an excellent day and he came home to show me a piece of artwork which he had made. I was full of ... as he didnt communicate or show emotion till around 4 years old and i thought it would never happen.	
pride	I felt ... when I got promoted at work after being at the company for only a year.	
pride	I felt ... when I was offered a pay rise.	
pride	I got a promotion	
pride	when I did a dance performance	
pride	I was the only one promoted in my team sometime ago.	
pride	My daughter did brilliantly for her first dance exam	
pride	I felt ...  when I was able to drive my  car over 5 miles without stopping.  It was something that have never happened before.	
pride	I feel ... when I complete a task well at work	
pride	I felt ... after giving birth to my son with only gas & air being given as pain relief.	
pride	When I worked at the hospital and saw the nhs staff across all areas of the hospital come to work day after day to help the general public.	
pride	i felt ... when i was asked to be my sisters bridesmaid as we were not too close before.	
pride	I graduated. I am the first in my family to graduate and I had worked really hard.	
pride	when i managed to buy my own house at 21	
pride	I achieved the highest rank in Overwatch.	
pride	I received honors for my degree	
pride	my daughter first started walking	
pride	When my children graduated from university	
pride	I was recognised for doing well at work by my line manager	
